,Timestamp,Server,Tactic,Latency,Cost,Reliability,
,2020-04-02 20:30:32.980219,3,2,61.31725287437439,28.3,1,
,2020-04-02 20:30:33.115678,3,3,0.030056476593017578,24.1,1,
,2020-04-02 20:31:34.079897,3,4,60.96382927894592,29.0,1,
,2020-04-02 20:31:39.682957,3,5,5.602274656295776,26.4,1,
,2020-04-02 20:32:06.799184,4,1,13.623087167739868,6.2,1,
,2020-04-02 20:33:08.637151,4,2,61.816365242004395,29.4,1,
,2020-04-02 20:33:08.774915,4,3,0.03161430358886719,24.1,1,
,2020-04-02 20:34:08.846126,4,4,60.07082915306091,29.7,1,
,2020-04-02 20:34:14.546018,4,5,5.69916844367981,26.6,1,
,2020-04-02 20:34:31.864656,5,1,8.59569764137268,7.8,1,
,2020-04-02 20:35:34.621306,5,2,62.73497295379639,28.5,1,
,2020-04-02 20:35:34.767002,5,3,0.0314335823059082,49.1,1,
,2020-04-02 20:36:33.074413,5,4,58.306828022003174,29.8,1,
,2020-04-02 20:36:38.645505,5,5,5.5701775550842285,26.2,1,
,2020-04-02 20:36:45.383462,6,1,3.455078363418579,24.5,1,
,2020-04-02 20:37:48.003258,6,2,62.59762191772461,28.5,1,
,2020-04-02 20:37:48.137151,6,3,0.028498411178588867,24.5,1,
,2020-04-02 20:38:46.541839,6,4,58.40430808067322,29.3,1,
,2020-04-02 20:38:52.252790,6,5,5.7102179527282715,26.6,1,
,2020-04-02 20:39:10.567281,7,1,9.204218626022339,11.0,1,
,2020-04-02 20:40:12.493752,7,2,61.90485858917236,29.0,1,
,2020-04-02 20:40:12.629754,7,3,0.029561281204223633,25.5,1,
,2020-04-02 20:41:12.770677,7,4,60.140547037124634,29.6,1,
,2020-04-02 20:41:18.496470,7,5,5.725132703781128,26.9,1,
,2020-04-02 20:42:27.755400,8,1,28.669166803359985,2.4,1,
,2020-04-02 20:43:29.157430,8,2,61.38021922111511,28.3,1,
,2020-04-02 20:43:29.293350,8,3,0.030695199966430664,24.1,1,
,2020-04-02 20:44:28.056719,8,4,58.76297473907471,29.8,1,
,2020-04-02 20:44:33.981530,8,5,5.924082517623901,27.7,1,
,2020-04-02 20:44:54.713700,1,1,10.479789972305298,6.2,1,
,2020-04-02 20:45:56.820756,1,2,62.08524942398071,29.2,1,
,2020-04-02 20:45:56.957288,1,3,0.028945446014404297,25.5,1,
,2020-04-02 20:46:54.770659,1,4,57.812968015670776,29.3,1,
,2020-04-02 20:47:00.403146,1,5,5.631690263748169,26.1,1,
,2020-04-02 20:47:20.034713,2,1,9.913881063461304,10.6,1,
,2020-04-02 20:48:22.168182,2,2,62.11195111274719,29.4,1,
,2020-04-02 20:48:22.303911,2,3,0.029857158660888672,25.5,1,
,2020-04-02 20:49:20.609951,2,4,58.30566453933716,30.1,1,
,2020-04-02 20:49:26.289169,2,5,5.678528308868408,26.3,1,
,2020-04-02 20:50:13.521887,3,1,34.959317207336426,4.1,1,
,2020-04-02 20:51:16.162579,3,2,62.61885166168213,28.7,1,
,2020-04-02 20:51:16.305052,3,3,0.030341625213623047,50.9,1,
,2020-04-02 20:52:14.825464,3,4,58.519954442977905,30.1,1,
,2020-04-02 20:52:20.566151,3,5,5.739869117736816,26.6,1,
,2020-04-02 20:52:48.298086,4,1,14.104063510894775,5.7,1,
,2020-04-02 20:53:49.955311,4,2,61.6351215839386,28.8,1,
,2020-04-02 20:53:50.102161,4,3,0.03670382499694824,50.9,1,
,2020-04-02 20:54:48.481277,4,4,58.37844443321228,29.6,1,
,2020-04-02 20:54:54.083641,4,5,5.601680278778076,26.2,1,
,2020-04-02 20:55:21.830706,5,1,14.38579797744751,6.3,1,
,2020-04-02 20:56:23.422512,5,2,61.56991386413574,27.5,1,
,2020-04-02 20:56:23.558966,5,3,0.029825925827026367,25.5,1,
,2020-04-02 20:57:23.511713,5,4,59.95235633850098,30.4,1,
,2020-04-02 20:57:29.078529,5,5,5.565983057022095,26.0,1,
,2020-04-02 20:57:35.620629,6,1,3.3636581897735596,26.7,1,
,2020-04-02 20:58:39.634201,6,2,63.99199295043945,27.5,1,
,2020-04-02 20:58:39.770098,6,3,0.029895544052124023,24.1,1,
,2020-04-02 20:59:40.614298,6,4,60.84380650520325,29.0,1,
,2020-04-02 20:59:46.376938,6,5,5.761953592300415,26.9,1,
,2020-04-02 21:00:03.619500,7,1,8.780071258544922,11.1,1,
,2020-04-02 21:01:07.973228,7,2,64.33208179473877,30.7,1,
,2020-04-02 21:01:08.109985,7,3,0.030134916305541992,25.5,1,
,2020-04-02 21:02:05.798593,7,4,57.68813753128052,29.7,1,
,2020-04-02 21:02:11.603407,7,5,5.803911209106445,27.0,1,
,2020-04-02 21:03:18.731842,8,1,36.467772006988525,3.7,1,
,2020-04-02 21:04:22.396063,8,2,63.64255332946777,29.4,1,
,2020-04-02 21:04:22.532237,8,3,0.030037641525268555,24.5,1,
,2020-04-02 21:05:22.417475,8,4,59.88484239578247,29.6,1,
,2020-04-02 21:05:28.068567,8,5,5.650432825088501,26.8,1,
,2020-04-02 21:05:48.990150,1,1,10.890035390853882,6.4,1,
,2020-04-02 21:06:55.910615,1,2,66.89790654182434,29.7,1,
,2020-04-02 21:06:56.050520,1,3,0.03435254096984863,25.5,1,
,2020-04-02 21:07:54.569783,1,4,58.51879405975342,29.6,1,
,2020-04-02 21:08:01.527130,1,5,6.956672430038452,29.7,1,
,2020-04-02 21:08:21.230451,2,1,9.999870300292969,9.0,1,
,2020-04-02 21:09:23.654387,2,2,62.402215242385864,29.8,1,
,2020-04-02 21:09:23.791518,2,3,0.03169083595275879,24.5,1,
,2020-04-02 21:10:22.249595,2,4,58.4576849937439,30.0,1,
,2020-04-02 21:10:28.152390,2,5,5.901998043060303,27.6,1,
,2020-04-02 21:10:52.492963,3,1,11.867063283920288,6.5,1,
,2020-04-02 21:11:56.692434,3,2,64.17797088623047,28.8,1,
,2020-04-02 21:11:56.832459,3,3,0.03072667121887207,50.9,1,
,2020-04-02 21:12:55.063898,3,4,58.231043100357056,29.3,1,
,2020-04-02 21:13:00.698890,3,5,5.634300708770752,26.0,1,
,2020-04-02 21:13:27.500828,4,1,13.52915620803833,7.2,1,
,2020-04-02 21:14:29.516560,4,2,61.99346995353699,28.6,1,
,2020-04-02 21:14:29.654955,4,3,0.03095841407775879,25.0,1,
,2020-04-02 21:15:28.417252,4,4,58.76191473007202,29.1,1,
,2020-04-02 21:15:34.109399,4,5,5.69141960144043,26.6,1,
,2020-04-02 21:15:48.592256,5,1,5.684243679046631,10.8,1,
,2020-04-02 21:16:50.923455,5,2,62.30956768989563,28.1,1,
,2020-04-02 21:16:51.061221,5,3,0.031003713607788086,25.9,1,
,2020-04-02 21:17:51.267467,5,4,60.205859661102295,30.6,1,
,2020-04-02 21:17:56.839825,5,5,5.571686267852783,25.9,1,
,2020-04-02 21:18:03.438214,6,1,3.495213031768799,27.1,1,
,2020-04-02 21:19:05.566646,6,2,62.10693693161011,28.4,1,
,2020-04-02 21:19:05.704748,6,3,0.029671907424926758,25.0,1,
,2020-04-02 21:20:06.115295,6,4,60.410147190093994,29.4,1,
,2020-04-02 21:20:11.768878,6,5,5.652727365493774,26.2,1,
,2020-04-02 21:20:28.931489,7,1,8.53512716293335,11.7,1,
,2020-04-02 21:21:35.012137,7,2,66.0586462020874,29.5,1,
,2020-04-02 21:21:35.148491,7,3,0.030165672302246094,24.1,1,
,2020-04-02 21:22:33.350163,7,4,58.2013053894043,29.6,1,
,2020-04-02 21:22:40.148139,7,5,6.797306299209595,30.2,1,
,2020-04-02 21:23:24.390195,8,1,22.369709253311157,5.0,1,
,2020-04-02 21:24:29.607808,8,2,65.19568204879761,30.7,1,
,2020-04-02 21:24:29.743144,8,3,0.02967524528503418,24.5,1,
,2020-04-02 21:25:28.556078,8,4,58.812546253204346,29.6,1,
,2020-04-02 21:25:35.090450,8,5,6.533583641052246,30.5,1,
,2020-04-02 21:25:55.436473,1,1,10.256517171859741,6.3,1,
,2020-04-02 21:26:57.773401,1,2,62.31414580345154,28.4,1,
,2020-04-02 21:26:57.910905,1,3,0.030003786087036133,24.1,1,
,2020-04-02 21:28:00.296459,1,4,62.38516616821289,29.3,1,
,2020-04-02 21:28:06.156163,1,5,5.8589959144592285,26.7,1,
,2020-04-02 21:28:25.778211,2,1,9.835700035095215,8.6,1,
,2020-04-02 21:29:27.494899,2,2,61.69484543800354,28.8,1,
,2020-04-02 21:29:27.631095,2,3,0.02919483184814453,50.0,1,
,2020-04-02 21:30:25.737538,2,4,58.106043100357056,29.7,1,
,2020-04-02 21:30:31.321877,2,5,5.583676338195801,26.4,1,
,2020-04-02 21:31:12.170551,3,1,13.16930103302002,5.7,1,
,2020-04-02 21:32:13.627962,3,2,61.435309410095215,28.3,1,
,2020-04-02 21:32:13.764093,3,3,0.030367612838745117,25.5,1,
,2020-04-02 21:33:12.432743,3,4,58.66826367378235,28.8,1,
,2020-04-02 21:33:18.503296,3,5,6.069831132888794,27.0,1,
,2020-04-02 21:33:45.760535,4,1,13.637516260147095,6.6,1,
,2020-04-02 21:34:47.566845,4,2,61.784512758255005,28.7,1,
,2020-04-02 21:34:47.702969,4,3,0.029381275177001953,25.5,1,
,2020-04-02 21:35:45.855791,4,4,58.152405977249146,29.7,1,
,2020-04-02 21:35:51.502594,4,5,5.6461501121521,26.4,1,
,2020-04-02 21:36:18.969233,5,1,11.512216567993164,6.0,1,
,2020-04-02 21:37:21.679541,5,2,62.68856739997864,27.3,1,
,2020-04-02 21:37:21.818366,5,3,0.03150367736816406,30.9,1,
,2020-04-02 21:38:20.467589,5,4,58.64883494377136,30.4,1,
,2020-04-02 21:38:26.243450,5,5,5.775165319442749,26.6,1,
,2020-04-02 21:38:33.293308,6,1,3.501681327819824,24.5,1,
,2020-04-02 21:39:35.720290,6,2,62.405545234680176,28.3,1,
,2020-04-02 21:39:35.857000,6,3,0.029927730560302734,25.5,1,
,2020-04-02 21:40:34.329766,6,4,58.47237181663513,30.0,1,
,2020-04-02 21:40:39.963880,6,5,5.633427381515503,26.7,1,
,2020-04-02 21:41:26.232933,7,1,16.041722297668457,5.3,1,
,2020-04-02 21:42:27.763368,7,2,61.508678674697876,27.6,1,
,2020-04-02 21:42:27.900878,7,3,0.03145551681518555,27.3,1,
,2020-04-02 21:43:26.615126,7,4,58.71385622024536,30.1,1,
,2020-04-02 21:43:32.302066,7,5,5.686020135879517,26.2,1,
,2020-04-02 21:44:17.631800,8,1,22.301583290100098,3.6,1,
,2020-04-02 21:45:19.446709,8,2,61.793116331100464,29.0,1,
,2020-04-02 21:45:19.583027,8,3,0.029578208923339844,26.8,1,
,2020-04-02 21:46:17.570247,8,4,57.98683524131775,31.0,1,
,2020-04-02 21:46:24.634774,8,5,7.0636937618255615,25.7,1,
,2020-04-02 21:46:45.657723,1,1,10.19619107246399,6.5,1,
,2020-04-02 21:47:46.750711,1,2,61.071348905563354,29.0,1,
,2020-04-02 21:47:46.887229,1,3,0.031003713607788086,25.9,1,
,2020-04-02 21:48:45.939231,1,4,59.05159544944763,28.9,1,
,2020-04-02 21:48:51.573108,1,5,5.631684064865112,26.5,1,
,2020-04-02 21:49:11.195779,2,1,9.915695667266846,9.2,1,
,2020-04-02 21:50:12.194551,2,2,60.97703719139099,30.8,1,
,2020-04-02 21:50:12.333057,2,3,0.031995296478271484,50.0,1,
,2020-04-02 21:51:13.492923,2,4,61.15947985649109,29.7,1,
,2020-04-02 21:51:19.085319,2,5,5.59168004989624,25.9,1,
,2020-04-02 21:52:04.689921,3,1,15.698914527893066,4.3,1,
,2020-04-02 21:53:06.156695,3,2,61.44498062133789,28.9,1,
,2020-04-02 21:53:06.293206,3,3,0.030592679977416992,26.8,1,
,2020-04-02 21:54:05.808874,3,4,59.51526737213135,29.2,1,
,2020-04-02 21:54:11.450679,3,5,5.640956878662109,26.5,1,
,2020-04-02 21:54:41.260535,4,1,16.55228853225708,5.2,1,
,2020-04-02 21:55:42.560362,4,2,61.27795219421387,28.3,1,
,2020-04-02 21:55:42.702944,4,3,0.028946399688720703,49.1,1,
,2020-04-02 21:56:43.012170,4,4,60.30884885787964,28.7,1,
,2020-04-02 21:56:48.692474,4,5,5.679595947265625,26.3,1,
,2020-04-02 21:57:18.975625,5,1,12.202789306640625,4.9,1,
,2020-04-02 21:58:23.072704,5,2,64.07539868354797,30.4,1,
,2020-04-02 21:58:23.209260,5,3,0.03025054931640625,26.8,1,
,2020-04-02 21:59:21.409269,5,4,58.199620962142944,29.5,1,
,2020-04-02 21:59:27.274668,5,5,5.863624572753906,26.5,1,
,2020-04-02 21:59:34.003220,6,1,3.292929172515869,24.7,1,
,2020-04-02 22:00:39.039166,6,2,65.0141441822052,28.3,1,
,2020-04-02 22:00:39.181256,6,3,0.03197073936462402,50.0,1,
,2020-04-02 22:01:38.333964,6,4,59.15198516845703,29.6,1,
,2020-04-02 22:01:44.036500,6,5,5.701848745346069,28.9,1,
,2020-04-02 22:02:08.387435,7,1,14.35484790802002,8.8,1,
,2020-04-02 22:03:10.113216,7,2,61.70416212081909,28.4,1,
,2020-04-02 22:03:10.249711,7,3,0.0304715633392334,25.5,1,
,2020-04-02 22:04:09.291551,7,4,59.041459798812866,29.8,1,
,2020-04-02 22:04:15.748173,7,5,6.455861568450928,28.8,1,
,2020-04-02 22:05:18.433429,8,1,41.12515330314636,2.7,1,
,2020-04-02 22:06:19.505730,8,2,61.05066680908203,28.0,1,
,2020-04-02 22:06:19.641450,8,3,0.029497861862182617,25.9,1,
,2020-04-02 22:07:17.771545,8,4,58.129714012145996,30.5,1,
,2020-04-02 22:07:23.781086,8,5,6.008538246154785,27.6,1,
,2020-04-02 22:07:44.364769,1,1,10.471925497055054,6.9,1,
,2020-04-02 22:08:46.381855,1,2,61.99515128135681,28.8,1,
,2020-04-02 22:08:46.543378,1,3,0.031130552291870117,23.8,1,
,2020-04-02 22:09:44.600689,1,4,58.05682611465454,30.0,1,
,2020-04-02 22:09:50.306452,1,5,5.704900741577148,28.6,1,
,2020-04-02 22:10:10.379244,2,1,10.227638244628906,9.5,1,
,2020-04-02 22:11:12.430913,2,2,62.02970290184021,27.8,1,
,2020-04-02 22:11:12.567518,2,3,0.02900218963623047,25.9,1,
,2020-04-02 22:12:11.125011,2,4,58.557071685791016,29.2,1,
,2020-04-02 22:12:16.688863,2,5,5.562114953994751,25.9,1,
,2020-04-02 22:12:57.955078,3,1,20.362563371658325,4.4,1,
,2020-04-02 22:14:00.187626,3,2,62.210959672927856,28.4,1,
,2020-04-02 22:14:00.349988,3,3,0.030672788619995117,49.2,1,
,2020-04-02 22:14:58.952390,3,4,58.60192537307739,29.9,1,
,2020-04-02 22:15:05.280325,3,5,6.32713770866394,29.0,1,
,2020-04-02 22:15:33.226968,4,1,13.34692907333374,5.9,1,
,2020-04-02 22:16:35.302405,4,2,62.053551197052,28.4,1,
,2020-04-02 22:16:35.437616,4,3,0.028989553451538086,24.1,1,
,2020-04-02 22:17:35.265507,4,4,59.827508211135864,30.9,1,
,2020-04-02 22:17:41.008246,4,5,5.741982936859131,25.9,1,
,2020-04-02 22:18:06.761063,5,1,12.560190916061401,6.7,1,
,2020-04-02 22:19:10.105896,5,2,63.323304176330566,29.1,1,
,2020-04-02 22:19:10.245214,5,3,0.02982783317565918,25.0,1,
,2020-04-02 22:20:11.045376,5,4,60.79975867271423,29.6,1,
,2020-04-02 22:20:18.964262,5,5,7.918210744857788,33.4,1,
,2020-04-02 22:20:25.386314,6,1,3.149488687515259,24.3,1,
,2020-04-02 22:21:27.828887,6,2,62.420992612838745,29.1,1,
,2020-04-02 22:21:27.971898,6,3,0.030406713485717773,49.1,1,
,2020-04-02 22:22:25.989730,6,4,58.01744532585144,30.3,1,
,2020-04-02 22:22:31.678654,6,5,5.688244581222534,26.2,1,
,2020-04-02 22:23:35.385534,7,1,51.10744595527649,3.9,1,
,2020-04-02 22:24:37.366474,7,2,61.959254026412964,29.3,1,
,2020-04-02 22:24:37.504884,7,3,0.03152203559875488,25.0,1,
,2020-04-02 22:25:35.841825,7,4,58.33655595779419,30.2,1,
,2020-04-02 22:25:41.408842,7,5,5.566316604614258,27.0,1,
,2020-04-02 22:26:50.617554,8,1,32.77659010887146,2.7,1,
,2020-04-02 22:27:53.673315,8,2,63.03366756439209,28.7,1,
,2020-04-02 22:27:53.811913,8,3,0.03158831596374512,36.4,1,
,2020-04-02 22:28:54.662592,8,4,60.850136518478394,29.1,1,
,2020-04-02 22:29:00.525563,8,5,5.862044334411621,27.0,1,
,2020-04-02 22:29:21.630628,1,1,10.699568748474121,6.3,1,
,2020-04-02 22:30:23.201328,1,2,61.54879093170166,28.9,1,
,2020-04-02 22:30:23.337097,1,3,0.029918432235717773,25.5,1,
,2020-04-02 22:31:23.669556,1,4,60.332091331481934,28.8,1,
,2020-04-02 22:31:31.021127,1,5,7.350916147232056,33.8,1,
,2020-04-02 22:31:50.538290,2,1,9.845043420791626,9.1,1,
,2020-04-02 22:32:53.055065,2,2,62.49478316307068,29.7,1,
,2020-04-02 22:32:53.214047,2,3,0.03132820129394531,23.8,1,
,2020-04-02 22:33:52.614574,2,4,59.400036573410034,30.7,1,
,2020-04-02 22:33:58.185244,2,5,5.569784641265869,29.4,1,
,2020-04-02 22:34:40.394900,3,1,31.72932243347168,4.6,1,
,2020-04-02 22:35:41.464621,3,2,61.04805660247803,28.8,1,
,2020-04-02 22:35:41.600545,3,3,0.030963659286499023,50.9,1,
,2020-04-02 22:36:40.258565,3,4,58.65765929222107,29.5,1,
,2020-04-02 22:36:45.908522,3,5,5.649266719818115,27.1,1,
,2020-04-02 22:37:12.571794,4,1,13.538915634155273,6.2,1,
,2020-04-02 22:38:14.701980,4,2,62.10851764678955,30.1,1,
,2020-04-02 22:38:14.847089,4,3,0.029826641082763672,49.1,1,
,2020-04-02 22:39:13.808591,4,4,58.96101450920105,30.1,1,
,2020-04-02 22:39:20.104687,4,5,6.295410394668579,28.1,1,
,2020-04-02 22:39:35.449817,5,1,6.961997747421265,9.7,1,
,2020-04-02 22:40:37.881294,5,2,62.40984606742859,28.7,1,
,2020-04-02 22:40:38.020570,5,3,0.031145572662353516,25.5,1,
,2020-04-02 22:41:35.934319,5,4,57.91337180137634,30.3,1,
,2020-04-02 22:41:42.330171,5,5,6.394899845123291,29.0,1,
,2020-04-02 22:41:48.947975,6,1,3.3425180912017822,23.6,1,
,2020-04-02 22:42:57.750868,6,2,68.78116750717163,29.3,1,
,2020-04-02 22:42:57.887275,6,3,0.029633760452270508,25.5,1,
,2020-04-02 22:43:57.349129,6,4,59.46145820617676,28.2,1,
,2020-04-02 22:44:05.373058,6,5,8.023229837417603,33.5,1,
,2020-04-02 22:44:36.781335,7,1,11.636606693267822,7.5,1,
,2020-04-02 22:45:40.541964,7,2,63.738905906677246,29.5,1,
,2020-04-02 22:45:40.679416,7,3,0.030379295349121094,23.6,1,
,2020-04-02 22:46:42.355368,7,4,61.675564765930176,30.7,1,
,2020-04-02 22:46:48.649022,7,5,6.292945146560669,28.7,1,
,2020-04-02 22:47:58.257473,8,1,29.740872859954834,2.2,1,
,2020-04-02 22:49:00.456052,8,2,62.17627811431885,30.0,1,
,2020-04-02 22:49:00.592314,8,3,0.030464649200439453,24.5,1,
,2020-04-02 22:50:01.548532,8,4,60.95578718185425,29.8,1,
,2020-04-02 22:50:08.146267,8,5,6.596701383590698,31.2,1,
,2020-04-02 22:50:28.563613,1,1,10.49968934059143,9.4,1,
,2020-04-02 22:51:29.993212,1,2,61.40818643569946,27.8,1,
,2020-04-02 22:51:30.129768,1,3,0.029917240142822266,24.1,1,
,2020-04-02 22:52:30.636530,1,4,60.50637221336365,30.4,1,
,2020-04-02 22:52:36.309818,1,5,5.672604560852051,26.2,1,
,2020-04-02 22:52:55.976564,2,1,9.918901920318604,11.3,1,
,2020-04-02 22:53:58.823270,2,2,62.82467722892761,28.5,1,
,2020-04-02 22:53:58.962315,2,3,0.03245830535888672,25.0,1,
,2020-04-02 22:54:59.904323,2,4,60.94160556793213,28.9,1,
,2020-04-02 22:55:05.706119,2,5,5.800751447677612,26.1,1,
,2020-04-02 22:55:42.330671,3,1,23.48930549621582,4.8,1,
,2020-04-02 22:56:46.866701,3,2,64.51416730880737,29.7,1,
,2020-04-02 22:56:47.003383,3,3,0.030340909957885742,24.1,1,
,2020-04-02 22:57:47.373846,3,4,60.37008333206177,28.3,1,
,2020-04-02 22:57:52.900349,3,5,5.525838613510132,26.0,1,
,2020-04-02 22:58:19.749947,4,1,13.519349575042725,6.5,1,
,2020-04-02 22:59:25.298452,4,2,65.526282787323,29.2,1,
,2020-04-02 22:59:25.433486,4,3,0.02950286865234375,24.5,1,
,2020-04-02 23:00:25.405181,4,4,59.97129845619202,31.8,1,
,2020-04-02 23:00:31.070326,4,5,5.664335012435913,25.5,1,
,2020-04-02 23:00:45.699935,5,1,6.6793153285980225,9.2,1,
,2020-04-02 23:01:50.074749,5,2,64.35303282737732,27.8,1,
,2020-04-02 23:01:50.214700,5,3,0.029696226119995117,26.3,1,
,2020-04-02 23:02:51.259993,5,4,61.04491066932678,29.8,1,
,2020-04-02 23:02:59.568462,5,5,8.307807922363281,32.9,1,
,2020-04-02 23:03:06.109767,6,1,3.49562406539917,25.8,1,
,2020-04-02 23:04:09.888938,6,2,63.75753426551819,29.6,1,
,2020-04-02 23:04:10.025261,6,3,0.029907941818237305,25.5,1,
,2020-04-02 23:05:08.220160,6,4,58.194507360458374,29.5,1,
,2020-04-02 23:05:14.410985,6,5,6.190047264099121,29.5,1,
,2020-04-02 23:05:37.833915,7,1,11.638537168502808,9.7,1,
,2020-04-02 23:06:39.201853,7,2,61.346314668655396,29.0,1,
,2020-04-02 23:06:39.338533,7,3,0.03151106834411621,24.1,1,
,2020-04-02 23:07:38.258370,7,4,58.91945767402649,29.7,1,
,2020-04-02 23:07:43.844455,7,5,5.5853776931762695,26.0,1,
,2020-04-02 23:08:44.748191,8,1,29.25479292869568,2.7,1,
,2020-04-02 23:09:46.273911,8,2,61.503504037857056,28.1,1,
,2020-04-02 23:09:46.410320,8,3,0.030392169952392578,30.9,1,
,2020-04-02 23:10:45.311576,8,4,58.900718688964844,30.1,1,
,2020-04-02 23:10:52.352679,8,5,7.040375709533691,29.8,1,
,2020-04-02 23:11:13.073752,1,1,10.43686056137085,6.6,1,
,2020-04-02 23:12:15.507105,1,2,62.41158580780029,28.7,1,
,2020-04-02 23:12:15.644367,1,3,0.03012704849243164,50.9,1,
,2020-04-02 23:13:13.938947,1,4,58.294189453125,29.1,1,
,2020-04-02 23:13:19.583426,1,5,5.6437695026397705,25.8,1,
,2020-04-02 23:13:39.441318,2,1,9.950953245162964,9.4,1,
,2020-04-02 23:14:41.413631,2,2,61.950475454330444,28.9,1,
,2020-04-02 23:14:41.548757,2,3,0.029332637786865234,26.4,1,
,2020-04-02 23:15:39.857681,2,4,58.30851602554321,29.2,1,
,2020-04-02 23:15:46.352319,2,5,6.493752479553223,29.2,1,
,2020-04-02 23:16:14.144170,3,1,13.794214010238647,5.7,1,
,2020-04-02 23:17:15.751153,3,2,61.585137605667114,28.6,1,
,2020-04-02 23:17:15.901930,3,3,0.02833867073059082,25.0,1,
,2020-04-02 23:18:16.843199,3,4,60.94082856178284,31.5,1,
,2020-04-02 23:18:22.561103,3,5,5.717216491699219,28.7,1,
,2020-04-02 23:18:49.651781,4,1,13.56523060798645,5.9,1,
,2020-04-02 23:19:53.555212,4,2,63.88157820701599,30.0,1,
,2020-04-02 23:19:53.690987,4,3,0.028535127639770508,24.5,1,
,2020-04-02 23:20:55.307892,4,4,61.616533517837524,29.3,1,
,2020-04-02 23:21:02.148886,4,5,6.840158939361572,30.6,1,
,2020-04-02 23:21:21.758693,5,1,10.657257080078125,7.9,1,
,2020-04-02 23:22:28.895401,5,2,67.11056876182556,29.6,1,
,2020-04-02 23:22:29.030199,5,3,0.029254674911499023,26.8,1,
,2020-04-02 23:23:27.267624,5,4,58.2370285987854,29.8,1,
